1	20245	0.017641563	0.2215662
1	29838	0.017654648	0.26467523
1	50751	0.018400695	0.26302245
1	59157	0.017570173	0.22401951
1	74355	0.0173584	0.24905871
1	85142	0.005284049	0.07968657
100100	100106	0.017804813	0.23269725
100100	26341	0.01751247	0.27640074
100100	40566	0.015029422	0.2802109
100100	46662	0.001244292	0.031666316
100100	55527	0.016620345	0.2308888
100100	60781	0.016818874	0.24404947
100100	83596	0.020443833	0.21361293
100100	88933	0.0016520453	0.026060995
100100	93243	0.0013489976	0.03224892
100100	98971	0.01651507	0.2515164
100101	100337	0.0010702283	0.026814006
100101	1589	0.017251866	0.22818212
100101	37884	0.015706725	0.2726668
100101	39218	0.020036759	0.20756292
100101	40542	0.01616652	0.2559581
100101	41326	0.018012282	0.24242526
100101	59647	0.005706322	0.097155824
100101	60822	0.0052554277	0.07879929
100101	60837	0.0056714024	0.093394175
100101	93666	0.016380545	0.2628002
100102	27898	0.017244149	0.2414854
100102	42506	0.0058893478	0.09214854
100102	60610	0.017577522	0.2194392
100102	61943	0.02091523	0.25286362
100102	83820	0.005422149	0.077269755
100102	88954	0.018029034	0.23148674
100102	94296	0.01789121	0.23591672
100102	98217	0.016570171	0.26137164
100103	26526	0.016820282	0.23782812
100103	31179	0.017592413	0.22787488
100103	38358	0.016424498	0.2507137
100103	46502	0.017668668	0.21292889
100103	52576	0.017652145	0.24215393
100103	71914	0.016923778	0.2579672
100103	8141	0.017516023	0.24008664
100105	20447	0.017078036	0.22870663
100105	30092	0.006191581	0.09126727
100105	38080	0.016344015	0.26800904
100105	40641	0.002323619	0.05723404
100105	42390	0.0025107772	0.03010492
100105	42430	0.01666499	0.24376674
100105	47163	0.019426534	0.24469534
100105	57324	0.019514212	0.26200652
100105	71462	0.016518146	0.24984023
100105	88172	0.016719619	0.24269174
100105	94769	0.019759301	0.2596316
100105	98304	0.01673257	0.23843071
100105	99450	0.016457498	0.24971093
100106	100705	0.019164782	0.24056587
100106	20215	0.002381257	0.032050017
100106	30127	0.0019016503	0.025300488
100106	30918	0.0025346943	0.034267668
100106	38129	0.015725406	0.23083209
100106	42446	0.017049264	0.24174576
100106	54028	0.021660674	0.23519392
100106	63450	0.017323777	0.23924284
100106	89343	0.01708518	0.2398832
100107	14782	0.016127134	0.23506421
100107	37901	0.017494436	0.2407759
100107	39214	0.02015479	0.20249712
100107	46723	0.02069481	0.2567901
100107	63015	0.005991844	0.090499595
100107	71757	0.0018111924	0.02529491
100107	83188	0.019661836	0.26150495
100107	84838	0.01517764	0.23693724
100107	89502	0.016672237	0.22582506
