thermoanaerobacterium_aotearoense	SAMN03283732	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0036/SAMN03283732.aln.fas
burkholderia_ubonensis	SAMN03449370	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0036/SAMN03449370.aln.fas
limosilactobacillus_fermentum	SAMN03436212	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0036/SAMN03436212.aln.fas
burkholderia_cepacia	SAMN03449174	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0036/SAMN03449174.aln.fas
pseudonocardia_sp001294645	SAMN14595985	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0067/SAMN14595985.aln.fas
vibrio_vulnificus	SAMN14647119	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0067/SAMN14647119.aln.fas
lacticaseibacillus_rhamnosus	SAMN21404607	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0080/SAMN21404607.aln.fas
mesorhizobium_sp006442685	SAMN21447776	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0080/SAMN21447776.aln.fas
campylobacter_d_lari	SAMN21363082	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0080/SAMN21363082.aln.fas
helicobacter_pylori_bu	SAMN21591822	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0080/SAMN21591822.aln.fas
xanthomonas_euvesicatoria	SAMN16476251	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0071/SAMN16476251.aln.fas
bacillus_a_mobilis	SAMN16279223	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0071/SAMN16279223.aln.fas
bacillus_a_cereus	SAMN16279012	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0071/SAMN16279012.aln.fas
pasteurella_multocida	SAMN16333146	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0071/SAMN16333146.aln.fas
cutibacterium_acnes	SAMN32957551	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0094/SAMN32957551.aln.fas
klebsiella_michiganensis	SAMN32973307	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0094/SAMN32973307.aln.fas
serratia_nevei	SAMN32721481	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0094/SAMN32721481.aln.fas
ornithobacterium_rhinotracheale	SAMN11041517	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0056/SAMN11041517.aln.fas
listeria_monocytogenes	SAMN11030427	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0056/SAMN11030427.aln.fas
pseudomonas_e_shahriarae	SAMN10992015	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0056/SAMN10992015.aln.fas
pseudomonas_e_paracarnis	SAMN10992013	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0056/SAMN10992013.aln.fas
citrobacter_a_rodentium	SAMN31039799	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0091/SAMN31039799.aln.fas
bacteroides_thetaiotaomicron	SAMN31238667	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0091/SAMN31238667.aln.fas
enterococcus_b_pernyi	SAMN12821510	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0062/SAMN12821510.aln.fas
streptococcus_salivarius	SAMN04480045	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0038/SAMN04480045.aln.fas
oenococcus_oeni	SAMN04297004	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0038/SAMN04297004.aln.fas
rhizobium_leguminosarum	SAMN04457365	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0038/SAMN04457365.aln.fas
salmonella_bongori	SAMN04507568	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0038/SAMN04507568.aln.fas
yersinia_ruckeri	SAMN04320415	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0038/SAMN04320415.aln.fas
burkholderia_vietnamiensis	SAMN08627957	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0048/SAMN08627957.aln.fas
bordetella_pertussis	SAMN08524480	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0048/SAMN08524480.aln.fas
bacillus_a_paranthracis	SAMN08685579	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0048/SAMN08685579.aln.fas
cronobacter_sakazakii	SAMN08611287	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0048/SAMN08611287.aln.fas
taylorella_equigenitalis	SAMN08630195	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0048/SAMN08630195.aln.fas
enterococcus_b_faecium	SAMN08596086	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0048/SAMN08596086.aln.fas
burkholderia_multivorans	SAMN08628008	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0048/SAMN08628008.aln.fas
streptococcus_pyogenes	SAMN08690792	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0048/SAMN08690792.aln.fas
corynebacterium_ulcerans	SAMEA8897376	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0032/SAMEA8897376.aln.fas
chlamydophila_abortus	SAMEA893066	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0032/SAMEA893066.aln.fas
proteus_mirabilis	SAMN33601568	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0095/SAMN33601568.aln.fas
listeria_grayi	SAMN33566033	/nfs/research/jlees/shared/atb_tree/2440k_fastas_concat/x0095/SAMN33566033.aln.fas
